arxiv_id,published,updated,year,title,authors,primary_category,categories,screening_label,screening_reason,track_tags,matched_queries,arxiv_url,pdf_url,abstract
2605.00342,2026-05-01T01:52:01Z,2026-05-01T01:52:01Z,2026,Making Every Verified Token Count: Adaptive Verification for MoE Speculative Decoding,Lehan Pan; Ziyang Tao; Ruoyu Pang; Xiao Wang; Jianjun Zhao; Yanyong Zhang,,cs.CL,probable_core,direct title,theory;feature_drafter;tree_multidraft;retrieval_model_free;verification;serving_scheduling;training_alignment;moe;benchmark_survey,"all:""speculative decoding""",https://arxiv.org/abs/2605.00342,https://arxiv.org/pdf/2605.00342,"Tree-based speculative decoding accelerates autoregressive generation by verifying multiple draft candidates in parallel, but this advantage weakens for sparse Mixture-of-Experts (MoE) models. As the draft tree grows, different branches activate different experts, expanding the union of activated experts and substantially increasing target-side verification cost. We propose EVICT, a training-free, hyperparameter-free, and lossless adaptive verification method for MoE speculative decoding. EVICT makes every verified token count by truncating the draft tree before target verification and retaining only the cost-effective prefix. It leverages fine-grained drafter signals to estimate candidate benefit, combines them with offline-profiled verification cost, and remains highly compatible with the high-performance graph-based serving framework SGLang. Extensive experiments on diverse MoE backbones and benchmarks show that EVICT achieves up to 2.35x speedup over autoregressive decoding and an average 1.21x speedup over the state-of-the-art baseline EAGLE-3, while significantly reducing unnecessary expert activations during verification."
2604.27747,2026-04-30T11:37:08Z,2026-04-30T11:37:08Z,2026,Position-Aware Drafting for Inference Acceleration in LLM-Based Generative List-Wise Recommendation,Jiaju Chen; Chongming Gao; Chenxiao Fan; Haoyan Liu; Qingpeng Cai; Peng Jiang; Xiangnan He,,cs.IR cs.AI,probable_core,direct title,standalone_drafter;verification;serving_scheduling;training_alignment;relaxed_lossy,"all:""speculative decoding""",https://arxiv.org/abs/2604.27747,https://arxiv.org/pdf/2604.27747,"Large language model (LLM)-based generative list-wise recommendation has advanced rapidly, but decoding remains sequential and thus latency-prone. To accelerate inference without changing the target distribution, speculative decoding (SD) uses a small draft model to propose several next tokens at once and a target LLM to verify and accept the longest prefix, skipping multiple steps per round. In generative recommendation, however, each item is represented by multiple semantic-ID tokens, often with separators, and current drafts typically treat these tokens uniformly. This overlooks two practical facts: (i) a token's semantics depend on its within-item slot, and (ii) uncertainty tends to increase with speculation depth. Without modeling these effects, SD's speedups can be limited. We introduce PAD-Rec, Position-Aware Drafting for generative Recommendation, a lightweight module that augments the draft model with two complementary signals. Item position embeddings explicitly encode the within-item slot of each token, strengthening structural awareness. Step position embeddings encode the draft step, allowing the model to adapt to depth-dependent uncertainty and improve proposal quality. To harmonize these signals with base features, we add simple gates: a learnable coefficient for item slots and a context-driven gate for draft steps. The module is trainable, easy to integrate with standard draft models, and adds negligible inference overhead. Extensive experiments on four real-world datasets show up to 3.1x wall-clock speedup and about 5% average wall-clock speedup gain over strong SD baselines, while largely preserving recommendation quality."
2604.26951,2026-04-29T17:59:01Z,2026-04-29T17:59:01Z,2026,Turning the TIDE: Cross-Architecture Distillation for Diffusion Large Language Models,Gongbo Zhang; Wen Wang; Ye Tian; Li Yuan,,cs.CL cs.AI cs.LG,screen_out,broad-query retrieval without direct SD focus,theory;diffusion;training_alignment;moe;vocabulary_tokenizer;benchmark_survey;edge_device,"all:""parallel decoding""",https://arxiv.org/abs/2604.26951,https://arxiv.org/pdf/2604.26951,"Diffusion large language models (dLLMs) offer parallel decoding and bidirectional context, but state-of-the-art dLLMs require billions of parameters for competitive performance. While existing distillation methods for dLLMs reduce inference steps within a single architecture, none address cross-architecture knowledge transfer, in which the teacher and student differ in architecture, attention mechanism, and tokenizer. We present TIDE, the first framework for cross-architecture dLLM distillation, comprising three modular components: (1) TIDAL, which jointly modulates distillation strength across training progress and diffusion timestep to account for the teacher's noise-dependent reliability; (2) CompDemo, which enriches the teacher's context via complementary mask splitting to improve predictions under heavy masking; and (3) Reverse CALM, a cross-tokenizer objective that inverts chunk-level likelihood matching, yielding bounded gradients and dual-end noise filtering. Distilling 8B dense and 16B MoE teachers into a 0.6B student via two heterogeneous pipelines outperforms the baseline by an average of 1.53 points across eight benchmarks, yielding notable gains in code generation, where HumanEval scores reach 48.78 compared to 32.3 for the AR baseline."
2604.26779,2026-04-29T15:11:48Z,2026-04-29T15:11:48Z,2026,Accelerating RL Post-Training Rollouts via System-Integrated Speculative Decoding,Hayate Iso; Tiyasa Mitra; Sudipta Mondal; Rasoul Shafipour; Venmugil Elango; Terry Kong; Yuki Huang; Seonjin Na; Izzy Putterman; Benjamin Chislett; Maor Ashkenazi; Joseph Guman; Gerald Shen; Tugrul Konuk; Ashwath Aithal; Ritika Borkar; Ran Zilberstein; Bita Rouhani,,cs.LG cs.CL,probable_core,direct title,theory;standalone_drafter;mtp_multihead;serving_scheduling;training_alignment;rl_rollout,"all:""speculative decoding""",https://arxiv.org/abs/2604.26779,https://arxiv.org/pdf/2604.26779,"RL post-training of frontier language models is increasingly bottlenecked by autoregressive rollout generation, making rollout acceleration a central systems challenge. Many existing efficiency methods improve throughput by changing the rollout or optimization regime, for example, through off-policy execution, replay, or lower-precision generation. We study speculative decoding as a lossless acceleration primitive for RL rollouts that preserves the target model's output distribution. We implement speculative decoding in NeMo-RL with a vLLM backend, supporting both synchronous and asynchronous pipelines and enabling speculation during RL rollouts. This benefit is realizable across speculation mechanisms, such as pretrained MTP heads, small external draft models or even techniques such as Eagle3, which are traditionally applied after RL phase. This yields a deployment path for state-of-the-art speculative decoding inside RL training. In a reasoning post-training workload at 8B scale under synchronous RL, speculative decoding improves rollout throughput by 1.8x. Using a high-fidelity performance simulator, we project that combining speculative decoding with asynchronous RL yields up to 2.5x end-to-end training speedup at 235B scale."
2604.26469,2026-04-29T09:26:13Z,2026-05-04T13:26:48Z,2026,An Empirical Study of Speculative Decoding on Software Engineering Tasks,Yijia Li; Junkai Chen; Xing Hu; Xin Xia,,cs.SE,probable_core,direct title,theory;standalone_drafter;serving_scheduling;long_context_kv;benchmark_survey,"all:""speculative decoding""",https://arxiv.org/abs/2604.26469,https://arxiv.org/pdf/2604.26469,"Large Language Models (LLMs) have become widely used for Software Engineering (SE) tasks, spanning from function-level code generation to complex repository-level workflows. However, the high latency of autoregressive inference remains a significant bottleneck, hindering their deployment in interactive environments. While Speculative Decoding (SD) offers a promising technique for lossless acceleration, prior research on long-context repository-level tasks and complex agentic interactions remains limited. To bridge this gap, we present the first systematic empirical study to evaluate the effectiveness of SD in SE tasks. We systematically benchmark a comprehensive spectrum of strategies, encompassing both model-based and model-free methods, across representative generation, editing, and repair scenarios. Our empirical results indicate that SD demonstrates clear potential for accelerating inference, particularly for smaller models that achieve higher speedups than those of their larger counterparts. We find that the effectiveness of SD methods varies across different task scenarios. Model-based approaches are well-suited for code generation, whereas model-free methods are better adapted to repository-level repair and editing scenarios. Furthermore, we observe that the repetitiveness of SE tasks improves the performance of model-free methods. In contrast to natural language tasks, the higher predictability of SE tasks allows for more aggressive hyperparameters. Our findings are summarized as guidelines to help increase inference efficiency for SE scenarios."
2604.26412,2026-04-29T08:25:01Z,2026-05-09T06:52:02Z,2026,When Hidden States Drift: Can KV Caches Rescue Long-Range Speculative Decoding?,Tianyu Liu; Yuhao Shen; Xinyi Hu; Baolin Zhang; Hengxin Zhang; Jun Dai; Jun Zhang; Shuang Ge; Lei Chen; Yue Li; MingCheng Wan,,cs.CL,probable_core,direct title,standalone_drafter;feature_drafter;verification;serving_scheduling;long_context_kv;training_alignment,"all:""speculative decoding""",https://arxiv.org/abs/2604.26412,https://arxiv.org/pdf/2604.26412,"Speculative decoding accelerates LLM inference, but SOTA hidden-state-based drafters suffer from long-range decay: draft accuracy degrades as the speculative step increases. Existing work attributes this decay to train-inference mismatch and proposes test-time training (TTT) as a remedy, yet we observe that long-range decay persists even in TTT-trained drafters. We revisit long-range decay from the perspective of context information preservation. In hidden-state reuse, we argue the target hidden state acts as a biased context compression: it aggregates historical token information according to the attention query at the current position, yielding a compact representation optimized for immediate next-token prediction. This compression can suppress information less relevant to the current query but important for later speculative steps. In contrast, the target model's KV cache serves as an explicit context, retaining the complete set of token-wise KV representations. We therefore posit the KV-Reuse Hypothesis: allowing the draft model to reuse the target KV cache can provide richer signals for long-horizon drafting. To test this hypothesis, we introduce KVShot, a diagnostic framework that compares three reuse paradigms: hidden-only, KV-only, and hybrid. Extensive evaluations on Qwen3-8B show that KV-Reuse improves long-range acceptance, although end-to-end speedups remain marginal under current training pipelines. Our analysis identifies two key structural bottlenecks: shallow drafters struggle to estimate target queries accurately, and draft-side KV projections receive sparse gradient signals. These findings suggest that realizing the full potential of KV-aware decoding requires moving beyond TTT toward block-wise training paradigms. By exposing these bottlenecks, KVShot provides a foundational diagnostic testbed and a clear roadmap for designing next-generation inference architectures."
2604.26209,2026-04-29T01:26:15Z,2026-04-29T01:26:15Z,2026,Breaking the Autoregressive Chain: Hyper-Parallel Decoding for Efficient LLM-Based Attribute Value Extraction,Theodore Glavas; Nikhita Vedula; Dushyanta Dhyani; Yilun Zhu; Shervin Malmasi,,cs.CL cs.AI,screen_out,broad-query retrieval without direct SD focus,theory;serving_scheduling,"all:""parallel decoding""",https://arxiv.org/abs/2604.26209,https://arxiv.org/pdf/2604.26209,"Some text generation tasks, such as Attribute Value Extraction (AVE), require decoding multiple independent sequences from the same document context. While standard autoregressive decoding is slow due to its sequential nature, the independence between output sequences offers an opportunity for parallelism. We present Hyper-Parallel Decoding, a novel decoding algorithm that accelerates offline decoding by leveraging both shared memory and computation across batches. HPD enables out-of-order token generation through position ID manipulation, significantly improving efficiency. Experiments on AVE show that attribute-value pairs are conditionally independent, enabling us to parallelize value generation within each prompt. By further stacking multiple documents within a single prompt, we can decode in parallel up to 96 tokens per prompt. HPD works with all LLMs, and reduces both inference costs and total inference time by up to 13.8X without compromising output quality, potentially saving hundreds of thousands of dollars on industry AVE tasks. Although designed for attribute extraction, HPD makes no assumptions unique to the AVE domain and can in theory be applied to other scenarios with independent output structures."
2604.25777,2026-04-28T15:44:50Z,2026-07-04T14:41:02Z,2026,SpecFed: Accelerating Federated LLM Inference with Speculative Decoding and Compressed Transmission,Ce Zheng; Xinghan Wang; Jiahong Ning; Yuxuan Shi; Ning Huang; Tingting Yang,,eess.SP cs.DC,probable_core,direct title,theory;verification;serving_scheduling;security_robustness;edge_device,"all:""speculative decoding""",https://arxiv.org/abs/2604.25777,https://arxiv.org/pdf/2604.25777,"Federated inference enhances LLM performance in edge computing through weighted averaging of distributed model predictions. However, autoregressive LLM inference requires frequent full-model forward passes across workers, severely limiting decoding throughput. Distributed deployment further aggravates this due to a communication bottleneck: each worker must transmit full token probability distributions per draft token, dominating end-to-end latency. To address these challenges, we introduce speculative decoding to enable parallel LLM processing and propose a top-K compressed transmission scheme with two server-side reconstruction strategies. We theoretically analyze the robustness of our method in terms of local reconstruction error, aggregation bias, and acceptance-rate bias, and derive corresponding bounds. Experiments demonstrate that our scheme achieves high generation fidelity while significantly reducing communication overhead."
2604.25326,2026-04-28T07:42:41Z,2026-04-30T13:25:24Z,2026,AHASD: Asynchronous Heterogeneous Architecture for LLM Adaptive Drafting Speculative Decoding on Mobile Devices,Ma Zirui; Fan Zhihua; Li Wenxing; Wu Haibin; Zhang Fulin; Ye Xiaochun; Li Wenming,,cs.AR cs.AI,probable_core,direct title,parallel_block;verification;serving_scheduling;edge_device,"all:""speculative decoding""",https://arxiv.org/abs/2604.25326,https://arxiv.org/pdf/2604.25326,"Speculative decoding enhances the inference efficiency of large language models (LLMs) by generating drafts using a small draft language model (DLM) and verifying them in batches with a large target language model (TLM). However, adaptive drafting inference on a mobile single-NPU-PIM system faces idle overhead in traditional operator-level synchronous execution and wasted computation in asynchronous execution due to fluctuations in draft length. This paper introduces AHASD, a task-level asynchronous mobile NPU-PIM heterogeneous architecture for speculative decoding. Notably, AHASD achieves parallel drafting on the PIM and verification on a single NPU through task-level DLM-TLM decoupling and specifically, it incorporates Entropy-History-Aware Drafting Control and Time-Aware Pre-Verification Control to dynamically manage adaptive drafting algorithm execution and pre-verification timing, suppressing invalid drafting based on low-confidence drafts. Additionally, AHASD integrates Attention Algorithm Units and Gated Task Scheduling Units within LPDDR5-PIM to enable attention link localization and sub-microsecond task switching on the PIM side. Experimental results for different LLMs and adaptive drafting algorithms show that AHASD achieves up to 4.2$\times$ in throughput and 5.6$\times$ in energy efficiency improvements over a GPU-only baseline, and 1.5$\times$ in throughput and 1.24$\times$ in energy efficiency gains over the state-of-the-art GPU+PIM baseline, with hardware overhead below 3% of the DRAM area."
2604.23585,2026-04-26T07:44:50Z,2026-04-26T07:44:50Z,2026,ComplianceNLP: Knowledge-Graph-Augmented RAG for Multi-Framework Regulatory Gap Detection,Dongxin Guo; Jikun Wu; Siu Ming Yiu,,cs.CL cs.IR cs.LG,probable_core,SD-focused contribution language in abstract,mtp_multihead;verification;training_alignment;benchmark_survey;edge_device,"all:""speculative decoding""",https://arxiv.org/abs/2604.23585,https://arxiv.org/pdf/2604.23585,"Financial institutions must track over 60,000 regulatory events annually, overwhelming manual compliance teams; the industry has paid over USD 300 billion in fines and settlements since the 2008 financial crisis. We present ComplianceNLP, an end-to-end system that automatically monitors regulatory changes, extracts structured obligations, and identifies compliance gaps against institutional policies. The system integrates three components: (1) a knowledge-graph-augmented RAG pipeline grounding generations in a regulatory knowledge graph of 12,847 provisions across SEC, MiFID II, and Basel III; (2) multi-task obligation extraction combining NER, deontic classification, and cross-reference resolution over a shared LEGAL-BERT encoder; and (3) compliance gap analysis that maps obligations to internal policies with severity-aware scoring. On our benchmark, ComplianceNLP achieves 87.7 F1 on gap detection, outperforming GPT-4o+RAG by +3.5 F1, with 94.2% grounding accuracy ($r=0.83$ vs. human judgments) and 83.4 F1 under realistic end-to-end error propagation. Ablations show that knowledge-graph re-ranking contributes the largest marginal gain (+4.6 F1), confirming that structural regulatory knowledge is critical for cross-reference-heavy tasks. Domain-specific knowledge distillation (70B $\to$ 8B) combined with Medusa speculative decoding yields $2.8\times$ inference speedup; regulatory text's low entropy ($H=2.31$ bits vs. $3.87$ general text) produces 91.3% draft-token acceptance rates. In four months of parallel-run deployment processing 9,847 updates at a financial institution, the system achieved 96.0% estimated recall and 90.7% precision, with a $3.1\times$ sustained analyst efficiency gain. We report deployment lessons on trust calibration, GRC integration, and distributional shift monitoring for regulated-domain NLP."
2604.23455,2026-04-25T22:10:53Z,2026-05-01T07:18:53Z,2026,CUJBench: Benchmarking LLM-Agent on Cross-Modal Failure Diagnosis from Browser to Backend,Haoming Meng,,cs.SE,screen_out,broad-query retrieval without direct SD focus,retrieval_model_free;serving_scheduling;benchmark_survey;edge_device,"all:""assisted generation""",https://arxiv.org/abs/2604.23455,https://arxiv.org/pdf/2604.23455,"Automated failure diagnosis requires correlating browser-visible symptoms with backend observability signals, yet existing benchmarks do not evaluate this cross-modal reasoning task. Constructing one is non-trivial: multi-modal failure scenarios are costly to annotate, and live-environment capture introduces stochasticity that makes cross-run agent comparison unreliable. We present CUJBench, to our knowledge, the first benchmark to combine browser-visible failure evidence with backend observability in a diagnostic framing. CUJBench addresses annotation cost through an LLM-assisted generation pipeline with a multi-agent review loop and a three-layer annotation scheme, producing 87 labeled scenarios across five fault families, and ensures reproducibility by packaging each failure as a deterministic multi-modal snapshot with a fixed tool interface. Evaluating six frontier models under retrieval, browser-only, and full-toolset baselines, the benchmark yields an overall accuracy of 19.7% with a ceiling of 52%, well below saturation. Contrary to expectation, browser-only agents outperform full-toolset agents in aggregate, with expanded evidence access inducing unfocused exploration rather than improved synthesis. Trajectory analysis identifies cross-modal synthesis as the primary bottleneck: agents retrieve the decisive evidence but fail to attribute it correctly - a structural limitation uniform across all six models that model scale and richer tool access alone cannot resolve."
2604.22312,2026-04-24T07:46:25Z,2026-04-24T07:46:25Z,2026,Guess-Verify-Refine: Data-Aware Top-K for Sparse-Attention Decoding on Blackwell via Temporal Correlation,Long Cheng; Ritchie Zhao; Timmy Liu; Mindy Li; Xianjie Qiao; Kefeng Duan; Yu-Jung Chen; Xiaoming Chen; Bita Darvish Rouhani; June Yang,,cs.DC cs.AR cs.PF,probable_core,SD-focused contribution language in abstract,verification;serving_scheduling;long_context_kv,"all:""speculative decoding""",https://arxiv.org/abs/2604.22312,https://arxiv.org/pdf/2604.22312,"Sparse-attention decoders rely on exact Top-K selection to choose the most important key-value entries for each query token. In long-context LLM serving, this Top-K stage runs once per decode query and becomes a meaningful latency bottleneck even when the indexer and attention kernels are already highly optimized. We present \textbf{Guess-Verify-Refine (GVR)}, a data-aware exact Top-K algorithm for sparse-attention decoding on NVIDIA Blackwell. GVR exploits temporal correlation across consecutive decode steps: it uses the previous step's Top-K as a prediction signal, computes pre-indexed statistics, narrows to a valid threshold by secant-style counting in 1-2 global passes, verifies candidates with a ballot-free collector, and finishes exact selection in shared memory. We connect this behavior to the Toeplitz / RoPE structure of DeepSeek Sparse Attention (DSA) indexer scores and validate the design on real DeepSeek-V3.2 workloads integrated into TensorRT-LLM. GVR achieves an average \textbf{1.88x} single-operator speedup over the production radix-select kernel, with up to \textbf{2.42x} per layer per step, while preserving bit-exact Top-K outputs. In controlled TEP8 min-latency deployment, it improves end-to-end TPOT by up to \textbf{7.52%} at 100K context, with larger gains at longer contexts and smaller but still positive gains under speculative decoding. While implemented and validated in the current TensorRT-LLM DSA stack on Blackwell, the same principle may extend to sparse-attention decoders whose decode-phase Top-K exhibits temporal stability."
2604.21952,2026-04-23T05:27:39Z,2026-04-23T05:27:39Z,2026,Focus Session: Hardware and Software Techniques for Accelerating Multimodal Foundation Models,Muhammad Shafique; Abdul Basit; Muhammad Abdullah Hanif; Alberto Marchisio; Rachmad Vidya Wicaksana Putra; Minghao Shao,,cs.LG cs.AI cs.AR cs.NE cs.RO,probable_core,SD-focused contribution language in abstract,multimodal;moe,"all:""speculative decoding""",https://arxiv.org/abs/2604.21952,https://arxiv.org/pdf/2604.21952,"This work presents a multi-layered methodology for efficiently accelerating multimodal foundation models (MFMs). It combines hardware and software co-design of transformer blocks with an optimization pipeline that reduces computational and memory requirements. During model development, it employs performance enhancements through fine-tuning for domain-specific adaptation. Our methodology further incorporates hardware and software techniques for optimizing MFMs. Specifically, it employs MFM compression using hierarchy-aware mixed-precision quantization and structural pruning for transformer blocks and MLP channels. It also optimizes operations through speculative decoding, model cascading that routes queries through a small-to-large cascade and uses lightweight self-tests to determine when to escalate to larger models, as well as co-optimization of sequence length, visual resolution & stride, and graph-level operator fusion. To efficiently execute the model, the processing dataflow is optimized based on the underlying hardware architecture together with memory-efficient attention to meet on-chip bandwidth and latency budgets. To support this, a specialized hardware accelerator for the transformer workloads is employed, which can be developed through expert design or an LLM-aided design approach. We demonstrate the effectiveness of the proposed methodology on medical-MFMs and on code generation tasks, and conclude with extensions toward energy-efficient spiking-MFMs."
2604.21072,2026-04-22T20:36:47Z,2026-05-05T16:09:43Z,2026,Distributed Generative Inference of LLM at Internet Scales with Multi-Dimensional Communication Optimization,Jiu Chen; Shuangyan Yang; Xu Xiong; Hexiao Duan; Xinran Zhang; Jie Ren; Dong Li,,cs.DC,probable_core,SD-focused contribution language in abstract,theory;serving_scheduling,"all:""speculative decoding""",https://arxiv.org/abs/2604.21072,https://arxiv.org/pdf/2604.21072,"Decentralized LLM inference distributes computation among heterogeneous nodes across the internet, offering a performant and cost-efficient solution, alternative to traditional centralized inference. However, the low cross-node network bandwidth makes communication the primary bottleneck. In this paper, we introduce BloomBee, an internet-scale distributed LLM inference framework. BloomBee integrates LLM-layer assignment, micro-batching and tensor offloading to optimize communication from multiple dimensions. Additionally, BloomBee formulates the coordination of these techniques as an optimization problem and solves it using dynamic programming. BloomBee also customizes lossless compression and speculative decoding according to low-bandwidth network settings to reduce communication overhead. We evaluate BloomBee across a spectrum of network environments and show that it improves service throughput by up to 1.76x. It also reduces average latency by up to 43.20% compared to state-of-the-art decentralized LLM inference systems. BloomBee is open-sourced."
2604.20796,2026-04-22T17:20:42Z,2026-04-22T17:20:42Z,2026,LLaDA2.0-Uni: Unifying Multimodal Understanding and Generation with Diffusion Large Language Model,Inclusion AI; Tiwei Bie; Haoxing Chen; Tieyuan Chen; Zhenglin Cheng; Long Cui; Kai Gan; Zhicheng Huang; Zhenzhong Lan; Haoquan Li; Jianguo Li; Tao Lin; Qi Qin; Hongjun Wang; Xiaomei Wang; Haoyuan Wu; Yi Xin; Junbo Zhao,,cs.CV,screen_out,broad-query retrieval without direct SD focus,diffusion;training_alignment;multimodal;image_video;moe;vocabulary_tokenizer;relaxed_lossy,"all:""parallel decoding""",https://arxiv.org/abs/2604.20796,https://arxiv.org/pdf/2604.20796,"We present LLaDA2.0-Uni, a unified discrete diffusion large language model (dLLM) that supports multimodal understanding and generation within a natively integrated framework. Its architecture combines a fully semantic discrete tokenizer, a MoE-based dLLM backbone, and a diffusion decoder. By discretizing continuous visual inputs via SigLIP-VQ, the model enables block-level masked diffusion for both text and vision inputs within the backbone, while the decoder reconstructs visual tokens into high-fidelity images. Inference efficiency is enhanced beyond parallel decoding through prefix-aware optimizations in the backbone and few-step distillation in the decoder. Supported by carefully curated large-scale data and a tailored multi-stage training pipeline, LLaDA2.0-Uni matches specialized VLMs in multimodal understanding while delivering strong performance in image generation and editing. Its native support for interleaved generation and reasoning establishes a promising and scalable paradigm for next-generation unified foundation models. Codes and models are available at https://github.com/inclusionAI/LLaDA2.0-Uni."
2604.20503,2026-04-22T12:44:39Z,2026-04-22T12:44:39Z,2026,FASER: Fine-Grained Phase Management for Speculative Decoding in Dynamic LLM Serving,Wenyan Chen; Chengzhi Lu; Yanying Lin; Dmitrii Ustiugov,,cs.DC,probable_core,direct title,verification;serving_scheduling,"all:""speculative decoding""",https://arxiv.org/abs/2604.20503,https://arxiv.org/pdf/2604.20503,"Speculative decoding (SD) is a widely used approach for accelerating decode-heavy LLM inference workloads. While online inference workloads are highly dynamic, existing SD systems are rigid and take a coarse-grained approach to SD management. They typically set the speculative token length for an entire batch and serialize the execution of the draft and verification phases. Consequently, these systems fall short at adapting to volatile online inference traffic. Under low load, they exhibit prolonged latency because the draft phase blocks the verification phase for the entire batch, leaving GPU computing resources underutilized. Conversely, under high load, they waste computation on rejected tokens during the verification phase, overloading GPU resources. We introduce FASER, a novel system that features fine-grained SD phase management. First, FASER minimizes computational waste by dynamically adjusting the speculative length for each request within a continuous batch and by performing early pruning of rejected tokens inside the verification phase. Second, FASER breaks the verification phase into frontiers, or chunks, to overlap them with the draft phase. This overlap is achieved via fine-grained spatial multiplexing with minimal resource interference. Our FASER prototype in vLLM improves throughput by up to 53% and reduces latency by up to 1.92$\times$ compared to state-of-the-art systems."
2604.20919,2026-04-22T04:02:13Z,2026-04-22T04:02:13Z,2026,DiP-SD: Distributed Pipelined Speculative Decoding for Efficient LLM Inference at the Edge,Yaodan Xu; Sheng Zhou; Zhisheng Niu,,cs.IT,probable_core,direct title,verification;serving_scheduling;training_alignment;edge_device,"all:""draft and verify"";all:""draft-and-verify"";all:""speculative decoding""",https://arxiv.org/abs/2604.20919,https://arxiv.org/pdf/2604.20919,"Speculative decoding has emerged as a promising technique for large language model (LLM) inference by accelerating autoregressive decoding via draft-then-verify. This paper studies a new edge scenario with multi-user inference, where draft tokens are generated locally on devices and subsequently offloaded to a centralized edge server for batch verification. The key challenge is to sustain high throughput under coupled decisions of (i) batching and pipeline scheduling and (ii) per user draft token length. We propose DiP-SD, which exploits two complementary parallelism dimensions: device-level distributed drafting and phase-level draft-verify pipelining. We formulate a throughput-maximization objective, defined as the expected number of accepted tokens per unit time, and jointly optimize the number of batches, user-to-batch assignment, and integer draft lengths. To solve the resulting fractional mixed-integer program, DiP-SD scans the batch number and iteratively alternates between an association subproblem and a draft-length subproblem. Numerical results under a Qwen3-1.7B/Qwen3-32B device-edge deployment show that DiP-SD achieves up to 17.89x throughput over autoregressive decoding (AD) and 1.93x over AD with greedy batching."
2604.19877,2026-04-21T18:00:25Z,2026-04-21T18:00:25Z,2026,"Super Apriel: One Checkpoint, Many Speeds",SLAM Labs; :; Oleksiy Ostapenko; Raymond Li; Torsten Scholak; Alireza Mousavi-Hosseini; Aman Tiwari; Denis Kocetkov; Joel Lamy Poirier; Kelechi Ogueji; Nanda H Krishna; Rafael Pardinas; Sathwik Tejaswi Madhusudhan; Shruthan Radhakrishna; Srinivas Sunkara; Valerie Becaert,,cs.LG,probable_core,SD-focused contribution language in abstract,standalone_drafter;serving_scheduling;long_context_kv;training_alignment;benchmark_survey,"all:""speculative decoding""",https://arxiv.org/abs/2604.19877,https://arxiv.org/pdf/2604.19877,"We release Super Apriel, a 15B-parameter supernet in which every decoder layer provides four trained mixer choices -- Full Attention (FA), Sliding Window Attention (SWA), Kimi Delta Attention (KDA), and Gated DeltaNet (GDN). A placement selects one mixer per layer; placements can be switched between requests at serving time without reloading weights, enabling multiple speed presets from a single checkpoint. The shared checkpoint also enables speculative decoding without a separate draft model. The all-FA preset matches the Apriel 1.6 teacher on all reported benchmarks; recommended hybrid presets span $2.9\times$ to $10.7\times$ decode throughput at 96% to 77% quality retention, with throughput advantages that compound at longer context lengths. With four mixer types across 48 layers, the configuration space is vast. A surrogate that predicts placement quality from the per-layer mixer assignment makes the speed-quality landscape tractable and identifies the best tradeoffs at each speed level. We investigate whether the best configurations at each speed level can be identified early in training or only after convergence. Rankings stabilize quickly at 0.5B scale, but the most efficient configurations exhibit higher instability at 15B, cautioning against extrapolation from smaller models. Super Apriel is trained by stochastic distillation from a frozen Apriel 1.6 teacher, followed by supervised fine-tuning. We release the supernet weights, Fast-LLM training code, vLLM serving code, and a placement optimization toolkit."
2604.18471,2026-04-20T16:22:59Z,2026-04-26T18:45:11Z,2026,NI Sampling: Accelerating Discrete Diffusion Sampling by Token Order Optimization,Enshu Liu; Xuefei Ning; Yu Wang; Zinan Lin,,cs.LG,screen_out,broad-query retrieval without direct SD focus,diffusion;serving_scheduling;training_alignment;benchmark_survey,"all:""parallel decoding""",https://arxiv.org/abs/2604.18471,https://arxiv.org/pdf/2604.18471,"Discrete diffusion language models (dLLMs) have recently emerged as a promising alternative to traditional autoregressive approaches, offering the flexibility to generate tokens in arbitrary orders and the potential of parallel decoding. However, existing heuristic sampling strategies remain inefficient: they choose only a small part of tokens to sample at each step, leaving substantial room for improvement. In this work, we study the problem of token sampling order optimization and demonstrate its significant potential for acceleration. Specifically, we find that fully leveraging correct predictions at each step can reduce the number of sampling iterations by an order of magnitude without compromising accuracy. Based on this, we propose Neural Indicator Sampling (NI Sampling), a general sampling order optimization framework that utilize a neural indicator to decide which tokens should be sampled at each step. We further propose a novel trajectory-preserving objective to train the indicator. Experiments on LLaDA and Dream models across multiple benchmarks show that our method achieves up to 14.3$\times$ acceleration over full-step sampling with negligible performance drop, and consistently outperforms confidence threshold sampling in the accuracy-step trade-off. Code is available at https://github.com/imagination-research/NI-Sampling."
